"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","workerId","qualtricsId","assignmentId","hitId","iso_identifier","responses","question_prompt","book_id","question_type","char_name","char_num","question_order","book_1","book_2","book_3"
"9965.005000005476","<img src='img/wisconsinlogo.png' alt='UW-Madison' style='display: block;margin: auto;'/><div style='width: 700px;' align = 'left'><p> The HIT you are about to do is sponsored by University of Wisconsin-Madison. You will complete a quick survey in which you will be shown some images, words, or hear some sounds and asked to make judgments about them. For example, you may be asked how typical a picture of a dog is of dogs in general, or to identify an ambiguous drawing, decide what word a sound makes you think of, to choose which visual pattern best completes a sequence of patterns, or indicate how vividly you see in your mind's eye. HIT instructions will be provided on the next screen.    </p><p> This task has no anticipated risks nor direct benefits. If you have any questions or concerns about this HIT please contact the principal investigator: Dr. Gary Lupyan at lupyan@wisc.edu. If you are not satisfied with response of the research team, have more questions, or want to talk with someone about your rights as a research participant, you should contact University of Wisconsin's Education Research and Social and Behavioral Science IRB Office at 608-263-2320. You are free to decline to participate, to end participation at any time for any reason.  </p> <br> </div>","0","html-button-response","0","9975","0.0-0.0","67681","NA","","","Mon Sep 21 2020 19:44:09 GMT-0500 (Central Daylight Time)","","","","","","","","","",""
"9899.310000007972","<div style='width: 700px;' align = 'left'><p> In this experiment, you will be shown the text of three children's stories.</p><p> Your job is to carefully read the text and then answer questions about the main characters in the stories. </p><p> To begin, click the button below. </p> <br> ","0","html-button-response","1","20882","0.0-1.0","67681","NA","","","Mon Sep 21 2020 19:44:09 GMT-0500 (Central Daylight Time)","","","","","","","","","",""
"53902.255000022706","<p style='font-style: italic;'> Carefully read the story below. When you have finished, click the `Answer questions` button.  <p><div style='width: 700px;' align = 'left'><p>**Mama Papa!**<br>Did you ever hear of Mickey, how he heard a racket in the night<br>**thump**<br>**dump**<br>**clump**<br>**lump**<br>And shouted<br>**bump**<br>""QUIET DOWN THERE!""<br>And fell through the dark, out of his clothes<br>**oh**<br>**aah**<br>Past the moon & his mama & papa sleeping tight<br>**ooh**<br>""Mama! Papa!""<br>Into the light of the night kitchen?<br>Where the bakers who bake till the dawn so we can have cake in the morn mixed Mickey in batter, chanting:<br>""Milk in the batter! Milk in the batter! Stir it! Scrape it! Make it! Bake it!""<br>And they put that batter up to bake a delicious Mickey-cake.<br>**Mickey oven**<br>But right in the middle<br>Of the steaming<br>And the making<br>And the smelling<br>And the baking<br>Mickey poked through and said:<br>""I'm not the milk and the milk's not me! I'm Mickey!""<br>So he skipped from the oven & into bread dough<br>All ready to rise in the night kitchen.<br>He kneaded and punched it and pounded and pulled<br>Till it looked okay.<br>Then Mickey in dough was just on his way<br>When the bakers ran up with a measuring cup, howling:<br>""Milk!""<br>""Milk!""<br>""Milk for the morning cake!""<br>""What's all the fuss? I'm Mickey the pilot! I get milk the Mickey way!""<br>And he grabbed the cup as he flew up<br>And up and up<br>And over the top of the Milky Way in the night kitchen.<br>Mickey the milkman dived down to the bottom<br>Singing:<br>""I'm in the milk and the milk's in me.""<br>""God bless milk and god bless me!""<br>Then he swam to the top, pouring milk from his cup into batter below -<br>So the bakers they mixed it and beat it and baked it.<br>""Milk in the batter! Milk in the batter!""<br>""We bake cake!""<br>""And nothing's the matter!""<br>Now Mickey in the night kitchen cried<br>""Cock a doodle doo!""<br>And slid down the side<br>**Yawn**<br>And straight into bed<br>**Oh!**<br>**Ho**<br>Cakefree and dried.<br>**Hum**<br>**Yum!**<br>And that's why, thanks to Mickey<br>We have cake every morning</p>","0","html-button-response","2","75799","0.0-2.0-0.0","67681","NA","","","Mon Sep 21 2020 19:44:09 GMT-0500 (Central Daylight Time)","","","","","","","","","",""
"56161.49999998743","","","survey-text","3","132995","0.0-2.0-1.0-0.0","67681","NA","","","Mon Sep 21 2020 19:44:09 GMT-0500 (Central Daylight Time)","{""A1"":""skipped"",""A2"":""slid"",""A3"":""sang"",""A4"":"""",""A5"":""""}","<b> List 2-5 main activities MICKEY does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","L223","activity","MICKEY","0","","","",""
"61342.064999975264","","","survey-text","4","194347","0.0-2.0-1.0-1.0","67681","NA","","","Mon Sep 21 2020 19:44:09 GMT-0500 (Central Daylight Time)","{""D1"":""animated"",""D2"":""active"",""D3"":""energetic"",""D4"":"""",""D5"":""""}","<b> Use 2-5 words to describe MICKEY in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","L223","description","MICKEY","0","","","",""
"296533.77999999793","<p style='font-style: italic;'> Carefully read the story below. When you have finished, click the `Answer questions` button.  <p><div style='width: 700px;' align = 'left'><p>Once there was a tree . . . and she loved a little boy.<br>And every day the boy would come and he would gather her leaves and make them into crowns and play king of the forest.<br>He would climb up her trunk and swing from her branches and eat apples.<br>And they would play hide-and-go-seek.<br>And when he was tired, he would sleep in her shade.<br>And the boy loved the tree . . . very much.<br>And the tree was happy.<br>But time went by.<br>And the boy grew older.<br>And the tree was often alone.<br>Then one day the boy came to the tree and the tree said, Come, Boy, come and climb up my trunk and swing from my branches and eat apples and play in my shade and be happy.<br>I am too big to climb and play, said the boy.<br>I want to buy things and have fun.<br>I want some money.<br>Can you give me some money?<br>I'm sorry, said the tree, but I have no money.<br>I have only leaves and apples.<br>Take my apples, Boy, and sell them in the city.<br>Then you will have money and you will be happy.<br>And so the boy climbed up the tree and gathered her apples and carried them away.<br>And the tree was happy.<br>But the boy stayed away for a long time. . . and the tree was sad.<br>And then one day the boy came back and the tree shook with joy and she said, Come, Boy, climb up my trunk and swing from my branches and be happy.<br>I am too busy to climb trees, said the boy.<br>I want a house to keep me warm, he said.<br>I want a wife and I want children, and so I need a house.<br>Can you give me a house?<br>I have no house, said the tree.<br>The forest is my house, but you may cut off my branches and build a house.<br>Then you will be happy.<br>And so the boy cut off her branches and carried them away to build his house.<br>And the tree was happy.<br>But the boy stayed away for a long time.<br>And when he came back, the tree was so happy she could hardly speak.<br>Come, Boy, she whispered, come and play.<br>I am too old and sad to play, said the boy.<br>I want a boat that will take me far away from here.<br>Can you give me a boat?<br>Cut down my trunk and make a boat, said the tree.<br>Then you can sail away . . . and be happy.<br>And so the boy cut down her trunk and made a boat and sailed away.<br>And the tree was happy . . . but not really.<br>And after a long time the boy came back again.<br>I am sorry, Boy, said the tree, but I have nothing left to give you-<br>My apples are gone.<br>My teeth are too weak for apples, said the boy.<br>My branches are gone, said the tree.<br>You cannot swing on them-<br>I am too old to swing on branches, said the boy.<br>My trunk is gone, said the tree.<br>You cannot climb-<br>I am too tired to climb, said the boy.<br>I am sorry, sighed the tree.<br>I wish that I could give you something . . . but I have nothing left.<br>I am just an old stump.<br>I am sorry- . . .<br>I don't need very much now, said the boy, just a quiet place to sit and rest.<br>I am very tired.<br>Well, said the tree, straightening herself up as much as she could, well, an old stump is good for sitting and resting.<br>Come, Boy, sit down.<br>Sit down and rest.<br>And the boy did.<br>And the tree was happy.<br>The End</p>","0","html-button-response","5","490884","0.0-2.0-0.1","67681","NA","","","Mon Sep 21 2020 19:44:09 GMT-0500 (Central Daylight Time)","","","","","","","","","",""
"24246.974999958184","","","survey-text","6","516144","0.0-2.0-1.1-0.1","67681","NA","","","Mon Sep 21 2020 19:44:09 GMT-0500 (Central Daylight Time)","{""A1"":""climb"",""A2"":""sleep"",""A3"":""eat"",""A4"":"""",""A5"":""""}","<b> List 2-5 main activities BOY does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","M23","activity","BOY,THE TREE","0","","","",""
"24945.639999990817","","","survey-text","7","541099","0.0-2.0-1.1-1.1","67681","NA","","","Mon Sep 21 2020 19:44:09 GMT-0500 (Central Daylight Time)","{""D1"":""loving"",""D2"":""happy"",""D3"":""innocent"",""D4"":"""",""D5"":""""}","<b> Use 2-5 words to describe BOY in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","M23","description","BOY,THE TREE","0","","","",""
"33984.3899999978","","","survey-text","8","575093","0.0-2.0-1.2-0.2","67681","NA","","","Mon Sep 21 2020 19:44:09 GMT-0500 (Central Daylight Time)","{""A1"":""sit"",""A2"":""rest"",""A3"":"""",""A4"":"""",""A5"":""""}","<b> List 2-5 main activities THE TREE does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","M23","activity","BOY,THE TREE","0","","","",""
"17974.835000000894","","","survey-text","9","593078","0.0-2.0-1.2-1.2","67681","NA","","","Mon Sep 21 2020 19:44:09 GMT-0500 (Central Daylight Time)","{""D1"":""loving"",""D2"":""old"",""D3"":"""",""D4"":"""",""D5"":""""}","<b> Use 2-5 words to describe THE TREE in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","M23","description","BOY,THE TREE","0","","","",""
