"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","workerId","qualtricsId","assignmentId","hitId","iso_identifier","responses","question_prompt","book_id","question_type","char_name","char_num","question_order","book_1","book_2","book_3"
"1516.2100000015926","<img src='img/wisconsinlogo.png' alt='UW-Madison' style='display: block;margin: auto;'/><div style='width: 700px;' align = 'left'><p> The HIT you are about to do is sponsored by University of Wisconsin-Madison. You will complete a quick survey in which you will be shown some images, words, or hear some sounds and asked to make judgments about them. For example, you may be asked how typical a picture of a dog is of dogs in general, or to identify an ambiguous drawing, decide what word a sound makes you think of, to choose which visual pattern best completes a sequence of patterns, or indicate how vividly you see in your mind's eye. HIT instructions will be provided on the next screen.    </p><p> This task has no anticipated risks nor direct benefits. If you have any questions or concerns about this HIT please contact the principal investigator: Dr. Gary Lupyan at lupyan@wisc.edu. If you are not satisfied with response of the research team, have more questions, or want to talk with someone about your rights as a research participant, you should contact University of Wisconsin's Education Research and Social and Behavioral Science IRB Office at 608-263-2320. You are free to decline to participate, to end participation at any time for any reason.  </p> <br> </div>","0","html-button-response","0","1523","0.0-0.0","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","","","","","","","","","",""
"1322.5650000094902","<div style='width: 700px;' align = 'left'><p> In this experiment, you will be shown the text of three children's stories.</p><p> Your job is to carefully read the text and then answer questions about the main characters in the stories. </p><p> To begin, click the button below. </p> <br> ","0","html-button-response","1","3848","0.0-1.0","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","","","","","","","","","",""
"104073.4550000052","<p style='font-style: italic;'> Carefully read the story below. When you have finished, click the `Answer questions` button.  <p><div style='width: 700px;' align = 'left'><p>Slow Loris lived in a zoo though he didn't care for it much.<br>Slow Loris wasn't his real name but that was what everyone called him.<br>A slow loris is just a type of animal.<br>Slow Loris was a slow loris.<br>He really was...very...slow.<br>It took Loris ten minutes to eat a satsuma...<br>twenty minutes to get from one end of his branch<br>to the other...<br>and an hour to scratch his bottom.<br>Most of the time though he just hung around, sleeping.<br>The visitors all thought Loris was boring.<br>The other animals thought so too.<br>But he didn't care.<br>Loris had a secret.<br>At night, when all the other animals were sound asleep,<br>Loris got up and did things...<br>FAST...<br>Until he was so tired he couldn't do another thing.<br>One night when Loris was busy doing particularly noisy things...<br>**BANG** **BANG** **BANG**<br>News of Loris's secret life spread quickly.<br>Next evening the whole zoo gathered outside the slow loris cage.<br>Sure enough, when it was really dark...<br>out came Loris.<br>The other animals were amazed. Loris wasn't boring at all. He was really wild.<br>That night they all did things together...<br>until they were all so tired, not one of them could do another thing.<br>The next day all the animals were slow. 'Boring,' said the visitors. But, like Loris, they didn't care, now they had a secret too.</p>","0","html-button-response","2","108929","0.0-2.0-0.0","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","","","","","","","","","",""
"74271.45000000019","","","survey-text","3","184230","0.0-2.0-1.0-0.0","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""A1"":""eat"",""A2"":""get up"",""A3"":""hung around"",""A4"":""sleep"",""A5"":""does noise""}","<b> List 2-5 main activities LORIS does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","L144","activity","LORIS","0","","","",""
"138178.94499999238","","","survey-text","4","322425","0.0-2.0-1.0-1.0","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""D1"":""slow"",""D2"":""boring"",""D3"":""pretty"",""D4"":""loud"",""D5"":""tired""}","<b> Use 2-5 words to describe LORIS in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","L144","description","LORIS","0","","","",""
"6436.220000003232","<p style='font-style: italic;'> Carefully read the story below. When you have finished, click the `Answer questions` button.  <p><div style='width: 700px;' align = 'left'><p>Someone new is at our house.<br>Do you know who it is?<br>It's our baby!<br>I'm a big sister now!<br>The baby is so little.<br>Too little to walk.<br>Too little to talk.<br>Too little to play with toys.<br>Too little to eat pizza or apples or ice cream.<br>Babies like to drink milk.<br>They like to sleep.<br>They like to be warm and cozy.<br>Our baby likes to look at me.<br>Look at me, baby.<br>I'm your big sister.<br>Can I hold our baby?<br>I must ask Mommy first!<br>I am gentle with the baby.<br>I sing a little baby song.<br>I'm a big sister-I can make our baby warm and cozy.<br>Sometimes the baby cries.<br>Daddy says, Babies cry to tell us something.<br>Let's see what's the matter.<br>Oh, it's time to change the baby's diaper.<br>It's time for a bottle, too.<br>I can help- I'm a big sister now.<br>Mommy and Daddy show me pictures.<br>Pictures of me when I was a baby.<br>I was little, too- just like our baby.<br>Now I am big!<br>It's fun being big.<br>I can walk.<br>I can talk.<br>I can play with toys.<br>I can eat pizza and apples and ice cream!<br>Mommy loves me.<br>Daddy loves me.<br>I am special to them.<br>I'm the only me in the whole world!<br>I'm special in a new way, too-<br>I'm a big sister now!</p>","0","html-button-response","5","328866","0.0-2.0-0.1","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","","","","","","","","","",""
"20327.094999986002","","","survey-text","6","350201","0.0-2.0-1.1-0.1","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""A1"":""walk"",""A2"":""talk"",""A3"":""play"",""A4"":""eat"",""A5"":""drink""}","<b> List 2-5 main activities BIG SISTER does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","M47","activity","BIG SISTER","0","","","",""
"62448.35500000045","","","survey-text","7","412659","0.0-2.0-1.1-1.1","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""D1"":""big"",""D2"":""little"",""D3"":""warm"",""D4"":""cozy"",""D5"":""special""}","<b> Use 2-5 words to describe BIG SISTER in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","M47","description","BIG SISTER","0","","","",""
"2905.9249999991152","<p style='font-style: italic;'> Carefully read the story below. When you have finished, click the `Answer questions` button.  <p><div style='width: 700px;' align = 'left'><p>Down in the big construction site,<br>The tough trucks work with all their might<br>To build a building, make a road,<br>To get the job done-load by load!<br>The sun has set, the work is done;<br>It's time for trucks to end their fun.<br>So one by one they'll go to bed<br>To yawn and rest their sleepy heads,<br>Then wake up to another day<br>Of rough-and-tough construction play!<br>Working hard to help his team,<br>Crane Truck raises one last beam.<br>Reaching, stretching, lifting high,<br>He swings the beam into the sky.<br>He'll set it down right on its mark,<br>Then off to bed; it's almost dark.<br>He slowly folds his boom back in,<br>And then with one last sleepy grin,<br>He tucks himself in nice and tight (sigh!),<br>Then cuddles up and says goodnight.<br>Shh...goodnight, Crane Truck, goodnight.<br>Spinning, churning all day long,<br>Cement Mixer sings his whirly song.<br>Now (yawn!) he's weary<br>and so dizzy,<br>From the fun that keeps him busy.<br>With one last spin, he pours the load.<br>He's ready now to leave the road.<br>He takes a bath, gets shiny-bright,<br>Pulls up his chute, turns off his light.<br>He cuts his engine, slows his drum,<br>And dreams sweet dreams of twirly fun.<br>Shh...goodnight, Cement Mixer, goodnight.<br>Dump Truck loves to work and haul. He carries loads both big...<br>and small,<br>He moves the dirt<br>from place to place,<br>Then dumps it with<br>a happy face.<br>One final load spills on<br>the heap (crrrunch!);<br>Now Dump Truck's tired<br>and wants to sleep.<br>He lowers his bed, locks his gate,<br>Rests his wheels; it's getting late.<br>He dims his lights, then shuts his doors,<br>And soon his engine slows to snores.<br>Shh...goodnight, Dump Truck, goodnight.<br>Pushing with his mighty blade,<br>Bulldozer works to smooth the grade.<br>He clears the way to level ground,<br>And fills the air with thunderous sound<br>(rooaaar!).<br>No one's as tough<br>and strong as he,<br>But now he's sleepy<br>as<br>can<br>be.<br>He puffs some smoke<br>out of his stack,<br>Turns off his engine,<br>stops his track.<br>He curls into his soft dirt bed<br>And dreams of busy days ahead.<br>Shh...goodnight, Bulldozer, goodnight.<br>Scooping gravel, dirt, and sand.<br>Excavator shapes the land.<br>He digs and lifts throughout the day (arrgh!),<br>But now it's time to end his play.<br>A few more holes to dig and soon<br>He'll roll to bed beneath the moon.<br>**Yawn!**<br>He twirls upon his bumpy track,<br>Pulls up his boom, stretches his back.<br>He sets his scoop down on the ground<br>And snuggles up without a sound.<br>Shh...goodnight, Excavator, goodnight.<br>These big, big trucks, so tough and loud,<br>They work so hard, so rough, and proud.<br>Tomorrow is another day,<br>Another chance to work and play.<br>Turn off your engines, stop your tracks,<br>Relax your wheels, your stacks, and backs.<br>No more huffing and puffing, team:<br>It's time to rest your heads and dream.<br>Construction site, all tucked in tight,<br>The day is done, turn off the light.<br>Great work today! Now...shh...goodnight.</p>","0","html-button-response","8","415568","0.0-2.0-0.2","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","","","","","","","","","",""
"21882.379999995464","","","survey-text","9","438462","0.0-2.0-1.2-0.2","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""A1"":""work"",""A2"":""set"",""A3"":""go to bed"",""A4"":"""",""A5"":""""}","<b> List 2-5 main activities CRANE TRUCK does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","L213","activity","CRANE TRUCK,CEMENT MIXER,DUMP TRUCK,BULLDOZER,EXCAVATOR","0","","","",""
