"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","workerId","qualtricsId","assignmentId","hitId","iso_identifier","responses","question_prompt","book_id","question_type","char_name","char_num","question_order","book_1","book_2","book_3"
"4065.085000358522","<img src='img/wisconsinlogo.png' alt='UW-Madison' style='display: block;margin: auto;'/><div style='width: 700px;' align = 'left'><p> The HIT you are about to do is sponsored by University of Wisconsin-Madison. You will complete a quick survey in which you will be shown some images, words, or hear some sounds and asked to make judgments about them. For example, you may be asked how typical a picture of a dog is of dogs in general, or to identify an ambiguous drawing, decide what word a sound makes you think of, to choose which visual pattern best completes a sequence of patterns, or indicate how vividly you see in your mind's eye. HIT instructions will be provided on the next screen.    </p><p> This task has no anticipated risks nor direct benefits. If you have any questions or concerns about this HIT please contact the principal investigator: Dr. Gary Lupyan at lupyan@wisc.edu. If you are not satisfied with response of the research team, have more questions, or want to talk with someone about your rights as a research participant, you should contact University of Wisconsin's Education Research and Social and Behavioral Science IRB Office at 608-263-2320. You are free to decline to participate, to end participation at any time for any reason.  </p> <br> </div>","0","html-button-response","0","4075","0.0-0.0","69132","NA","","","Mon Sep 21 2020 20:02:19 GMT-0500 (Central Daylight Time)","","","","","","","","","",""
"7275.0300001353025","<div style='width: 700px;' align = 'left'><p> In this experiment, you will be shown the text of three children's stories.</p><p> Your job is to carefully read the text and then answer questions about the main characters in the stories. </p><p> To begin, click the button below. </p> <br> ","0","html-button-response","1","12355","0.0-1.0","69132","NA","","","Mon Sep 21 2020 20:02:19 GMT-0500 (Central Daylight Time)","","","","","","","","","",""
"123192.90500041097","<p style='font-style: italic;'> Carefully read the story below. When you have finished, click the `Answer questions` button.  <p><div style='width: 700px;' align = 'left'><p>My grandfather was a young man when he left his home in Japan<br>and went to see the world.<br>He wore European clothes for the first time and began his journey<br>on a steamship. The Pacific Ocean astonished him.<br>For three weeks he did not see land. When land finally appeared<br>it was the New World.<br>He explored North America by train and riverboat, and often walked<br>for days on end.<br>Deserts with rocks like enormous sculptures amazed him.<br>The endless farm field reminded him of the ocean he had crossed.<br>Huge cities of factories and tall buildings bewildered and yet excited him<br>He marveled at the towering mountains and rivers as clear as the sky.<br>He met many people along the way. He shook hands with black men<br>and white men, with yellow men and red men.<br>The more he traveled, the more he longed to see new places, and never<br>thought of returning home.<br>Of all the places he visited, he liked California best. He loved the<br>strong sunlight there, the Sierra Mountains, the lonely seacoast.<br>After a time, he returned to his village in Japan to marry his childhood<br>sweetheart. Then he brought his bride to the new country.<br>They made their home by the San Francisco Bay and had a baby girl.<br>As his daughter grew, my grandfather began to think about his own childhood.<br>He thought about his old friends.<br>He remembered the mountains and rivers of his home. He surrounded<br>himself with songbirds, but he could not forget.<br>Finally, when his daughter was nearly grown, he could wait no more.<br>He took his family and returned to his homeland.<br>Once again he saw the mountains and rivers of his childhood.<br>They were just as he had remembered them.<br>Once again he exchanged stories and laughed with his old friends.<br>But the village was not a place for a daughter from San Francisco.<br>So my grandfather bought a house in a large city nearby.<br>There, the young woman fell in love, married, and sometime later I was born.<br>When I was a small boy, my favorite weekend was a visit to my<br>grandfather's house. He told me many stories about California.<br>He raised warblers and silvereyes, but he could not forget the mountains<br>And rivers of California. So he planned a trip.<br>But a war began. Bombs fell from the sky and scattered our lives<br>like leaves in a storm.<br>When the war ended, there was nothing left of the city and of the house<br>where my grandparents had lived.<br>So they returned to the village where they had been children.<br>But my grandfather never kept another songbird.<br>The last time I saw him, my grandfather said that he longed to see California<br>One more time. He never did.<br>And when I was nearly grown, I left home and went to see California<br>for myself.<br>After a time, I came to love the land my grandfather had loved,<br>and I stayed on and on until I had a daughter of my own.<br>But I also miss the mountains and rivers of my childhood.<br>I miss my old friends. So I return now and then, when I can not still<br>the longing in my heart.<br>The funny thing is, the moment I am in one country,<br>I am homesick for the other.<br>I think I know my grandfather now.<br>I miss him very much.</p>","0","html-button-response","2","136553","0.0-2.0-0.0","69132","NA","","","Mon Sep 21 2020 20:02:19 GMT-0500 (Central Daylight Time)","","","","","","","","","",""
"88143.27500015497","","","survey-text","3","225724","0.0-2.0-1.0-0.0","69132","NA","","","Mon Sep 21 2020 20:02:19 GMT-0500 (Central Daylight Time)","{""A1"":""explored"",""A2"":""planned"",""A3"":""traveled"",""A4"":""returned"",""A5"":""exchanged""}","<b> List 2-5 main activities GRANDFATHER does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","L217","activity","GRANDFATHER","0","","","",""
"101604.38500065356","","","survey-text","4","327344","0.0-2.0-1.0-1.0","69132","NA","","","Mon Sep 21 2020 20:02:19 GMT-0500 (Central Daylight Time)","{""D1"":""adventurous "",""D2"":""outgoing"",""D3"":""storyteller"",""D4"":""ambitious"",""D5"":""traveler""}","<b> Use 2-5 words to describe GRANDFATHER in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","L217","description","GRANDFATHER","0","","","",""
"71276.41500066966","<p style='font-style: italic;'> Carefully read the story below. When you have finished, click the `Answer questions` button.  <p><div style='width: 700px;' align = 'left'><p>One day Olivia was riding a camel in Egypt. . .<br>When her mother woke her up.<br>Time to get up, sweetie-pie.<br>Remember, you have soccer this morning.<br>Olivia's uniform comes in a really unattractive green.<br>Mommy, can you make me a red soccer shirt like this one?<br>Please?<br>But then you'll look different from everyone else on the team, explained her mother.<br>That's the point.<br>When Olivia came home from practice, her mother was working on the shirt.<br>Is it done yet? she asked.<br>Not yet, said her mother.<br>Olivia waited, and waited, and waited, till she was too exhausted to wait any longer.<br>So she went out to play with the cat.<br>Look, darling, it's all done! said her mother.<br>But something was missing.<br>Wait a second, said Olivia.<br>Where's my toy?<br>Where's my toy?<br>It was right there on the bed.<br>I just put it there.<br>I remember exactly.<br>That's my best toy.<br>I need it now!<br>Somebody took my best toy!<br>Olivia looked everywhere-under the rug, under the sofa, under the cat.<br>She asked her little brother, Ian, WHAT DID YOU DO WITH MY TOY?<br>She asked her baby brother, William, WHAT DID YOU DO WITH MY TOY?<br>Wooshee gaga.<br>That night, and it was a dark and stormy night, Olivia was practicing her piano when she heard an awful sound.<br>The sound got louder and louder.<br>It was HORRIBLE, and it was coming from behind the door.<br>So, of course, Olivia went inside.<br>And that's when she saw it.<br>It was. . . THE DOG!<br>And he'd chewed her toy to bits.<br>Mommy, Daddy, Mommy, Daddy!<br>It was Perry! cried Olivia.<br>He took my best toy and chewed it to bits, and now it's wrecked.<br>I'm sorry, sweetie-pie, said her mother, but doggies like to chew.<br>And he didn't know it was your toy.<br>My best toy.<br>Don't worry, said Olivia's father.<br>Tomorrow we'll go get you the very best toy in the whole world.<br>Oh, thank you, Daddy.<br>I love you more than anyone.<br>Still, it was Olivia's best toy.<br>So she fixed it, adding a bow for extra beauty.<br>All better.<br>Only books about cats tonight, Mommy.<br>But even Olivia couldn't stay mad forever.</p>","0","html-button-response","5","398625","0.0-2.0-0.1","69132","NA","","","Mon Sep 21 2020 20:02:19 GMT-0500 (Central Daylight Time)","","","","","","","","","",""
"53326.164999976754","","","survey-text","6","452962","0.0-2.0-1.1-0.1","69132","NA","","","Mon Sep 21 2020 20:02:19 GMT-0500 (Central Daylight Time)","{""A1"":""ride"",""A2"":""wait"",""A3"":""play"",""A4"":""practice"",""A5"":""fixed""}","<b> List 2-5 main activities OLIVIA does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","M69","activity","OLIVIA,OLIVIA'S MOTHER","0","","","",""
"90231.70999996364","","","survey-text","7","543203","0.0-2.0-1.1-1.1","69132","NA","","","Mon Sep 21 2020 20:02:19 GMT-0500 (Central Daylight Time)","{""D1"":""persistant"",""D2"":""impatient"",""D3"":""forgetful"",""D4"":""talented"",""D5"":""chaotic""}","<b> Use 2-5 words to describe OLIVIA in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","M69","description","OLIVIA,OLIVIA'S MOTHER","0","","","",""
"91370.64000032842","","","survey-text","8","634593","0.0-2.0-1.2-0.2","69132","NA","","","Mon Sep 21 2020 20:02:19 GMT-0500 (Central Daylight Time)","{""A1"":""wake"",""A2"":""work"",""A3"":""talk"",""A4"":""read"",""A5"":""apologize""}","<b> List 2-5 main activities OLIVIA'S MOTHER does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","M69","activity","OLIVIA,OLIVIA'S MOTHER","0","","","",""
"36897.61000033468","","","survey-text","9","671504","0.0-2.0-1.2-1.2","69132","NA","","","Mon Sep 21 2020 20:02:19 GMT-0500 (Central Daylight Time)","{""D1"":""helpful"",""D2"":""patient"",""D3"":""mother"",""D4"":""responsible"",""D5"":""crafty""}","<b> Use 2-5 words to describe OLIVIA'S MOTHER in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","M69","description","OLIVIA,OLIVIA'S MOTHER","0","","","",""
