word,log_kidbook_freq
a,8.577911926450943
aa,0
aaaa,0
aaaaaahhh,1.0986122886681098
aaah,0
aaeee,0
aah,1.0986122886681098
aaooga,0.6931471805599453
abandon,0
abc,1.3862943611198906
abcd,1.0986122886681098
abcde,0
abcs,0
abdul,0
abigail,0.6931471805599453
able,3.091042453358316
aboard,1.9459101490553132
about,5.981414211254481
abouth,0
above,3.4965075614664802
abracadabra,0
abracadin,0
abroad,0.6931471805599453
absolute,0
absolutely,3.7612001156935624
abuses,0
accelerated,0
accelerating,0
accepted,0
accepting,0
accident,2.5649493574615367
accidentally,1.0986122886681098
accidents,0.6931471805599453
accompanied,1.0986122886681098
accordions,0
account,0
accounts,0
ace,0
ach,0
ache,0
ached,0.6931471805599453
aches,0.6931471805599453
achieve,0
achy,0.6931471805599453
ack,0
acorn,0.6931471805599453
acorns,1.0986122886681098
acquaintance,0
acre,1.791759469228055
acrobats,0
across,4.430816798843313
act,2.3978952727983707
acted,1.0986122886681098
acting,0
action,0.6931471805599453
actor,0
actually,1.6094379124341003
ad,1.3862943611198906
adam,0
add,0
added,2.833213344056216
adding,1.0986122886681098
address,0.6931471805599453
addressed,0
adds,0
adieu,0
adjust,0.6931471805599453
admiration,0.6931471805599453
admire,0.6931471805599453
admired,0
admiring,0
admiringly,0
admit,1.0986122886681098
admittance,0
admitted,1.3862943611198906
adopt,1.3862943611198906
adopted,2.302585092994046
adoption,0
adore,0.6931471805599453
adults,0
advance,0
adventure,2.302585092994046
adventures,1.0986122886681098
advertising,0
advice,1.3862943611198906
advise,0
advised,0
affair,0
affairs,0
affectionate,0
affectionately,0
afghan,0
afghanistan,0
afloat,0
afraid,3.828641396489095
africa,1.6094379124341003
african,1.0986122886681098
after,5.4116460518550396
afternoon,3.6375861597263857
afternoons,0
afterward,0.6931471805599453
afterwards,2.3978952727983707
again,5.575949103146316
against,3.332204510175204
agatha,0.6931471805599453
age,0
agent,0.6931471805599453
ages,0.6931471805599453
aggle,0.6931471805599453
aghast,0
ago,3.2188758248682006
agree,2.1972245773362196
agreeable,0
agreed,2.1972245773362196
ah,3.1354942159291497
aha,3.091042453358316
ahead,2.995732273553991
ahh,0
ahhchooo,0
ahhh,0.6931471805599453
ahoy,0
aid,0.6931471805599453
aids,0.6931471805599453
aim,0
aimed,0
aimlessly,0
ain,0.6931471805599453
air,4.290459441148391
aired,0.6931471805599453
airmail,0
airplane,1.0986122886681098
airplanes,1.791759469228055
airport,2.0794415416798357
airports,0
aisle,0.6931471805599453
aj,2.302585092994046
al,2.0794415416798357
alabama,0
alabone,0
alack,0
alan,3.5553480614894135
alarm,2.0794415416798357
alas,1.3862943611198906
alaska,0
albert,2.6390573296152584
albie,2.9444389791664403
ale,0.6931471805599453
alehouse,0
alexander,2.772588722239781
alfalfa,0
ali,0
alia,0
alice,3.6109179126442243
alien,0
alike,1.0986122886681098
alive,2.302585092994046
all,7.10085190894405
allegiance,0
allen,0
allergies,0
allergists,0
alley,1.6094379124341003
alleys,0
alligator,3.044522437723423
alligators,2.3978952727983707
allow,1.791759469228055
allowed,2.833213344056216
almanac,0
almond,0.6931471805599453
almonds,0
almost,4.174387269895637
alone,3.970291913552122
along,4.9344739331306915
alongside,0.6931471805599453
alors,0.6931471805599453
aloud,1.9459101490553132
alphabet,1.9459101490553132
alphabetical,0
already,3.4339872044851463
alright,0
also,3.367295829986474
although,1.9459101490553132
altogether,1.3862943611198906
aluminum,0.6931471805599453
always,5.043425116919247
am,6.272877006546167
amaze,0
amazed,1.9459101490553132
amazing,1.9459101490553132
amazon,0
amble,1.6094379124341003
ambulance,2.1972245773362196
ambush,1.9459101490553132
amelia,3.8066624897703196
america,1.6094379124341003
american,1.791759469228055
amiable,0
amid,0
amnythyst,0
among,2.4849066497880004
amongst,0
amos,2.6390573296152584
amount,0.6931471805599453
amounts,0
ampersand,0
amphibian,0
amphibians,0
amused,0.6931471805599453
an,5.768320995793772
anchor,0
ancient,0
and,8.935640333747571
ande,0
andover,0
ands,0
anecdote,0
anesthesiologist,0
anga,0
angel,1.0986122886681098
angelina,3.044522437723423
angelo,0
angels,0
angriest,0
angry,3.091042453358316
angus,1.3862943611198906
animal,2.9444389791664403
animals,3.970291913552122
ankle,1.791759469228055
ankles,1.3862943611198906
ankylosaur,0
ann,1.0986122886681098
anna,2.772588722239781
annabelle,2.833213344056216
anne,3.4965075614664802
annie,2.0794415416798357
anno,1.6094379124341003
annos,0
announce,0
announced,1.791759469228055
announcements,0
announcer,0
announces,0
annual,1.9459101490553132
anoth,0
another,4.882801922586371
answer,3.6375861597263857
answered,3.713572066704308
answering,0
answers,2.302585092994046
ant,1.0986122886681098
antennae,0
anthony,1.3862943611198906
antique,1.791759469228055
antlers,0
antonio,1.6094379124341003
ants,0.6931471805599453
anxious,2.1972245773362196
anxiously,2.302585092994046
any,4.897839799950911
anybody,2.833213344056216
anyhow,2.0794415416798357
anymore,3.1780538303479458
anyone,3.1354942159291497
anything,4.406719247264253
anyway,3.1354942159291497
anywhere,2.995732273553991
apart,1.9459101490553132
apartment,2.0794415416798357
apartments,0
ape,1.0986122886681098
apgar,0.6931471805599453
aphids,1.6094379124341003
apologized,0
apparently,0
appear,0.6931471805599453
appearance,0
appeared,2.4849066497880004
appearing,0
appendix,0.6931471805599453
appetite,0
apple,3.4657359027997265
apples,2.995732273553991
applesauce,2.833213344056216
apply,0
appoint,0
appointment,0
appreciate,0
appreciation,0
approached,1.0986122886681098
approaches,0.6931471805599453
approval,0
april,2.0794415416798357
apron,1.0986122886681098
apt,0
aquarium,1.0986122886681098
ar,1.0986122886681098
arabella,1.6094379124341003
arch,0.6931471805599453
archduke,2.0794415416798357
architecture,0
are,6.79794041297493
area,0.6931471805599453
arena,0
arf,1.791759469228055
arfarfarf,1.3862943611198906
argentina,0
argue,1.0986122886681098
argued,0
arigato,0
aristocrats,0
arithmetic,0
ark,0.6931471805599453
arlene,0
arm,2.70805020110221
armadillo,1.6094379124341003
armchair,1.6094379124341003
armored,0.6931471805599453
arms,3.367295829986474
army,1.3862943611198906
arnie,4.356708826689592
arose,0
around,5.272999558563747
arrange,0
arranged,1.3862943611198906
arrangement,0
arrested,0
arrgh,0
arrivals,0
arrive,0.6931471805599453
arrived,2.995732273553991
arrives,0
arriving,1.3862943611198906
arrooff,1.0986122886681098
arrow,0.6931471805599453
arrows,0.6931471805599453
art,1.791759469228055
arthur,3.9889840465642745
artificial,0
artist,0
artistic,0
as,6.884486652042782
ashalt,0
ashamed,0.6931471805599453
ashes,0.6931471805599453
ashore,0.6931471805599453
aside,1.0986122886681098
ask,4.343805421853684
asked,5.272999558563747
asking,2.772588722239781
asks,2.70805020110221
asleep,4.02535169073515
asphalt,2.0794415416798357
assigned,0.6931471805599453
assorted,0
assure,0
astonished,0
astonishment,0
astounded,0
astounding,0
astride,0
at,6.829793737512425
ate,4.6443908991413725
ately,0
athens,0
atmospheric,0
atop,0
attached,0.6931471805599453
attack,0.6931471805599453
attacked,0.6931471805599453
attend,0
attendant,0.6931471805599453
attendants,0
attention,2.3978952727983707
attic,0.6931471805599453
attitude,0
audrey,0
aught,0.6931471805599453
august,0.6931471805599453
aunt,2.4849066497880004
auntie,0
aunts,1.0986122886681098
australia,1.6094379124341003
author,0.6931471805599453
authority,0
auto,2.0794415416798357
automobile,0
automobiles,1.3862943611198906
autumn,0
avenue,1.3862943611198906
averill,0
avoid,0.6931471805599453
avoiding,0
aw,0
await,0
awaited,0
awake,2.302585092994046
awakened,0.6931471805599453
awakens,0
aware,0
away,5.6131281063880705
awed,0
awesome,1.0986122886681098
awful,3.044522437723423
awfully,1.0986122886681098
awhile,1.0986122886681098
awkward,0
awl,0
awning,0
awoke,1.0986122886681098
awwwk,0
ax,0
axe,1.791759469228055
axes,0.6931471805599453
axle,0.6931471805599453
ay,0
aye,1.0986122886681098
azure,0
ba,1.791759469228055
baa,1.791759469228055
baaa,0.6931471805599453
baaaa,0
babar,3.4011973816621555
babble,0
babbling,0
babby,0
babe,0
babies,2.4849066497880004
baboons,0
babs,0.6931471805599453
babushka,1.3862943611198906
baby,5.209486152841421
babyish,0
babylon,0.6931471805599453
babysit,0.6931471805599453
babysitter,0.6931471805599453
babysitters,0
babysitting,0
bachelor,0
back,6.075346031088684
backed,1.3862943611198906
background,0.6931471805599453
backhoe,0
backhome,1.0986122886681098
backpack,0
backpacks,0.6931471805599453
backrest,0
backs,0.6931471805599453
backseat,0
backward,1.0986122886681098
backwards,2.1972245773362196
backwoodsman,0
backyard,1.791759469228055
backyards,1.0986122886681098
bacon,1.3862943611198906
bacteria,0.6931471805599453
bad,4.382026634673881
bade,1.3862943611198906
badger,1.3862943611198906
badlands,0
badly,1.3862943611198906
bag,3.6888794541139363
baggage,1.0986122886681098
bagpipe,2.70805020110221
bags,1.3862943611198906
bah,0
bailey,0.6931471805599453
bait,0
bake,2.5649493574615367
baked,2.302585092994046
baker,2.6390573296152584
bakers,1.0986122886681098
bakery,2.4849066497880004
bakeshop,0.6931471805599453
bakin,0
baking,1.0986122886681098
balance,1.0986122886681098
balancing,0.6931471805599453
bald,0
ball,4.2626798770413155
ballerina,0
ballerinas,0.6931471805599453
ballet,0
balloon,4.941642422609304
balloons,2.8903717578961645
ballroom,0.6931471805599453
balls,1.9459101490553132
baloney,0
balsa,0.6931471805599453
bam,0.6931471805599453
bamboo,0
banana,0.6931471805599453
bananamobile,1.0986122886681098
bananas,1.6094379124341003
banbury,0.6931471805599453
band,3.1780538303479458
banderilleros,1.0986122886681098
bands,1.791759469228055
bandy,1.0986122886681098
bang,3.1354942159291497
banged,1.9459101490553132
bangerville,0
banging,0.6931471805599453
bangs,0.6931471805599453
banjos,0
bank,2.302585092994046
banks,1.3862943611198906
banner,1.0986122886681098
bantam,0.6931471805599453
banyan,0
bapa,1.3862943611198906
bappity,0
bar,2.0794415416798357
barbara,0
barbed,0
barber,2.4849066497880004
barbershop,0
bare,1.3862943611198906
barely,1.3862943611198906
barge,0
bari,2.4849066497880004
bark,2.833213344056216
barked,1.3862943611198906
barker,0
barking,0.6931471805599453
barks,0.6931471805599453
barley,0.6931471805599453
barm,0.6931471805599453
barn,2.995732273553991
barnaby,0
barnes,0
barney,0
barns,0
barnyard,1.3862943611198906
barooom,0
baroque,0
barosaur,0
barrel,0
barrels,0
barren,0
bars,1.9459101490553132
base,1.3862943611198906
baseball,0.6931471805599453
basement,0
bash,1.3862943611198906
bashed,0
bask,0
basket,3.58351893845611
baskets,0.6931471805599453
basking,0.6931471805599453
bat,3.258096538021482
bates,0
bath,3.7376696182833684
bathe,0.6931471805599453
bathing,2.6390573296152584
bathrobe,0
bathroom,2.1972245773362196
baths,0
bathtime,0
bathtub,1.0986122886681098
bathwater,0
bats,3.044522437723423
batted,0.6931471805599453
batter,2.0794415416798357
battered,0
battery,0
battle,2.8903717578961645
battles,0
bavaria,0
bawled,0
bay,1.6094379124341003
bayou,0
bays,0
bazookas,0
bb,0.6931471805599453
bbc,0
be,6.638567789166521
beach,3.295836866004329
beaches,0
beacon,1.0986122886681098
beacons,0
beads,0
beady,0
beak,0.6931471805599453
beaks,0
beam,1.0986122886681098
beamed,0
beams,0
bean,1.791759469228055
beans,3.332204510175204
beanstalk,0
bear,5.5134287461649825
beard,1.6094379124341003
bearded,0
bears,2.995732273553991
beas,0
beast,1.3862943611198906
beat,2.70805020110221
beaten,0
beating,1.3862943611198906
beats,0
beautiful,4.110873864173311
beautifully,1.0986122886681098
beauty,1.3862943611198906
beaver,1.3862943611198906
beavers,0
became,3.367295829986474
because,5.241747015059643
beckon,0
beckoned,0.6931471805599453
becky,0
become,3.4657359027997265
becomes,0
becoming,2.1972245773362196
bed,5.181783550292085
bedbugs,0
bedelia,3.8066624897703196
bedroom,2.3978952727983707
beds,2.0794415416798357
bedtime,2.3978952727983707
bee,3.8066624897703196
beech,1.0986122886681098
beeches,0
beef,2.0794415416798357
beefy,0
beehive,0.6931471805599453
been,5.030437921392435
beep,3.5263605246161616
beeper,0
beeping,0
beeps,0
beer,0.6931471805599453
beers,0
bees,3.2188758248682006
beet,0
beethoven,0.6931471805599453
beetle,2.3978952727983707
beetles,2.1972245773362196
beets,0
beezle,1.0986122886681098
before,4.912654885736052
beft,0.6931471805599453
beg,2.1972245773362196
began,4.770684624465665
beggar,0
beggars,0.6931471805599453
begged,2.3978952727983707
begging,0
begin,2.4849066497880004
beginners,0
beginning,3.1780538303479458
begins,2.70805020110221
begrudging,0
beguiling,0
begun,1.6094379124341003
behaved,1.0986122886681098
behaving,0
behavior,0.6931471805599453
behind,4.653960350157523
beige,1.0986122886681098
bein,0.6931471805599453
being,4.23410650459726
belch,0
belching,0
believe,3.6375861597263857
believed,0
bell,3.9889840465642745
bellar,0
belleisle,1.0986122886681098
bellies,0
bellowed,1.3862943611198906
bellowing,1.0986122886681098
bells,3.044522437723423
belly,2.995732273553991
belong,1.9459101490553132
belonged,0.6931471805599453
belongs,1.0986122886681098
beloved,0
below,3.044522437723423
belted,0
belts,0.6931471805599453
beluga,2.0794415416798357
ben,2.3978952727983707
bench,0
benches,0
bend,2.0794415416798357
bending,0
bends,1.6094379124341003
beneath,2.70805020110221
benjamin,1.3862943611198906
bennett,0
bent,2.4849066497880004
bergdorf,0
berries,3.4339872044851463
berry,1.9459101490553132
berryband,0
berryland,0.6931471805599453
berserk,0
bert,0.6931471805599453
berths,0
beside,2.70805020110221
besides,2.0794415416798357
bess,0
bessy,1.791759469228055
best,4.700480365792417
bet,2.772588722239781
betsy,1.0986122886681098
better,4.499809670330265
betting,0
betty,1.3862943611198906
between,3.4965075614664802
betwixt,0
beware,0.6931471805599453
bewildered,0.6931471805599453
bewitched,0
beyond,2.302585092994046
bib,0
bicycle,1.791759469228055
bicycles,0.6931471805599453
bid,1.0986122886681098
biddies,0
bidding,0
bids,0
big,6.0112671744041615
bigger,2.9444389791664403
biggered,1.6094379124341003
biggering,1.6094379124341003
biggest,2.6390573296152584
bigshot,0
bike,3.4965075614664802
bikes,1.791759469228055
bill,1.3862943611198906
billion,1.0986122886681098
billions,2.1972245773362196
billy,2.0794415416798357
bim,2.4849066497880004
bimm,0
bin,1.0986122886681098
binding,0
bindings,0
bing,3.9889840465642745
bingo,2.3978952727983707
binoculars,0
bins,0
biplane,0
bipping,0
bird,4.812184355372417
birdie,0
birds,3.912023005428146
birth,0
birthday,4.07753744390572
birthdays,0
biscuits,0.6931471805599453
bit,3.871201010907891
bitchy,0
bite,3.1780538303479458
bites,1.0986122886681098
biting,0.6931471805599453
bits,2.0794415416798357
bitten,0.6931471805599453
bitter,0
bittersweet,0
bitty,0
bixby,0
bizarre,0
blaaaze,0.6931471805599453
blab,0
black,4.59511985013459
blackberries,1.0986122886681098
blackberry,1.6094379124341003
blackbird,1.0986122886681098
blackbirds,0.6931471805599453
blackest,0
blacksmith,0
blade,1.791759469228055
blades,0.6931471805599453
blaggle,0
blah,1.3862943611198906
blame,1.3862943611198906
blamed,0
blank,0
blanket,2.302585092994046
blankets,2.0794415416798357
blares,0
blast,0.6931471805599453
blasted,0
blaze,3.295836866004329
blazin,0
bleach,0
bleak,0
bleating,0
bleed,0
bleeded,0
blended,0
bless,1.9459101490553132
blessed,0
blessings,0
blest,0
blew,3.4965075614664802
blibber,0
blind,1.791759469228055
bling,0
blink,2.70805020110221
blinked,1.3862943611198906
blinking,0
blinks,0
blinky,0.6931471805599453
bliss,0
blithe,0
blitzen,0
blizzard,0
bloath,0.6931471805599453
block,2.772588722239781
blocked,0.6931471805599453
blocking,0
blocks,2.3978952727983707
blondish,0
blood,1.3862943611198906
bloodiness,0
bloogs,0
bloom,0
bloomed,1.0986122886681098
blooming,0.6931471805599453
bloomp,0
blossom,0.6931471805599453
blossoms,0.6931471805599453
blotches,0
blouse,0
blow,3.2188758248682006
blower,0
blowin,0.6931471805599453
blowing,2.4849066497880004
blown,1.3862943611198906
blows,2.0794415416798357
blub,1.9459101490553132
blubber,0
blubbers,0
blubbery,0
blue,5.030437921392435
blueberries,2.5649493574615367
blueberry,2.1972245773362196
blueish,0
blurp,2.0794415416798357
blurring,0
blurted,0
blushed,1.0986122886681098
blustery,0
bluub,0
bluuub,0.6931471805599453
bluuuub,0.6931471805599453
bluuuue,0
bluuuuub,1.0986122886681098
bluuuuuuub,0
bly,0
bo,2.3978952727983707
boa,2.302585092994046
boar,1.0986122886681098
board,2.302585092994046
boarded,0
boards,0
boast,0.6931471805599453
boasting,0
boat,3.912023005428146
boats,1.6094379124341003
bob,1.0986122886681098
bobbed,0.6931471805599453
bobbin,1.9459101490553132
bobby,2.0794415416798357
bobo,0
bodies,1.0986122886681098
body,2.1972245773362196
bodyguard,0
bofa,0
bog,0
